type,pos,headword,freq_tar,freq_ref,range_tar,range_ref,likelihood,effect
many,,,854,2944,3,1,770.563,0.004
about,,,857,2749,3,1,847.421,0.004
us,,,883,1702,3,1,1442.347,0.004
still,,,908,1377,3,1,1764.619,0.004
away,,,949,730,3,1,2638.12,0.004
been,,,951,2504,3,1,1173.18,0.004
back,,,966,1722,3,1,1675.754,0.004
before,,,991,2560,3,1,1246.47,0.004
some,,,1021,3108,3,1,1075.021,0.004
when,,,1024,4552,3,1,628.688,0.004
go,,,1042,1552,3,1,2049.377,0.004
again,,,1050,1102,3,1,2529.043,0.004
one,,,1063,7381,3,1,218.499,0.004
more,,,1107,3490,3,1,1118.197,0.005
gandalf,,,1122,13,3,1,5555.541,0.005
your,,,1122,379,3,1,4061.466,0.005
like,,,1122,1700,3,1,2182.161,0.005
into,,,1131,4104,3,1,952.421,0.005
would,,,1136,3224,3,1,1294.787,0.005
long,,,1140,1644,3,1,2289.548,0.005
t,,,1153,1655,3,1,2322.581,0.005
down,,,1157,1156,3,1,2856.808,0.005
could,,,1166,1462,3,1,2549.565,0.005
come,,,1173,1255,3,1,2797.685,0.005
great,,,1192,1201,3,1,2931.073,0.005
me,,,1240,757,3,1,3768.747,0.005
came,,,1254,457,3,1,4455.013,0.005
sam,,,1290,152,3,1,5602.304,0.005
do,,,1303,2785,3,1,1955.143,0.005
my,,,1320,842,3,1,3948.85,0.005
so,,,1322,1860,3,1,2697.205,0.005
what,,,1349,1162,3,1,3572.307,0.006
this,,,1395,8897,3,1,377.88,0.006
out,,,1548,3374,3,1,2284.24,0.006
up,,,1626,3617,3,1,2356.838,0.007
are,,,1648,4834,3,1,1811.686,0.007
then,,,1691,3022,3,1,2929.604,0.007
will,,,1719,2081,3,1,3836.379,0.007
or,,,1764,7924,3,1,1064.224,0.007
their,,,1850,6610,3,1,1592.657,0.008
no,,,1854,2945,3,1,3494.9,0.008
if,,,1932,15273,3,1,233.302,0.008
frodo,,,1990,44,3,1,9687.712,0.008
from,,,2039,17846,3,1,138.619,0.008
them,,,2120,2279,3,1,5047.065,0.009
now,,,2125,1861,3,1,5588.137,0.009
him,,,2317,3194,3,1,4791.203,0.01
all,,,2386,4935,3,1,3684.647,0.01
were,,,2445,5221,3,1,3675.228,0.01
have,,,2528,13781,3,1,1033.873,0.01
there,,,2677,3908,3,1,5340.485,0.011
we,,,2698,938,3,1,9705.635,0.011
had,,,2941,3879,3,1,6249.936,0.012
on,,,3033,27746,3,1,149.805,0.012
with,,,3043,24211,3,1,356.801,0.012
is,,,3286,16717,3,1,1564.631,0.013
as,,,3448,27180,3,1,423.145,0.013
for,,,3567,28345,3,1,421.148,0.014
not,,,3876,6289,3,1,7211.4,0.016
said,,,4111,667,3,1,17137.902,0.017
his,,,4428,16527,3,1,3596.582,0.018
but,,,4620,6227,3,1,9702.14,0.019
they,,,4910,5747,3,1,11190.154,0.02
you,,,5095,1347,3,1,19515.383,0.021
was,,,5655,19581,3,1,5098.593,0.022
that,,,6185,19301,3,1,6357.106,0.024
i,,,6589,3939,3,1,20236.407,0.027
it,,,6589,16658,3,1,8511.191,0.026
he,,,8145,19984,3,1,10847.634,0.032
a,,,9183,79550,3,1,676.101,0.032
to,,,9920,83712,3,1,858.61,0.035
of,,,12951,118128,3,1,666.565,0.042
and,,,19924,97596,3,1,10462.677,0.067
the,,,29014,237913,3,1,3047.885,0.078
